,RefId,SqlTaskData,ExecutableType,ObjectName,componentClassID,contactInfo,description,name,File_path
10,Package\Base - BN Data Load\SQL - Delete records from PersonBN not in source,"DELETE pbn
FROM dbo.PersonBN pbn
WHERE NOT EXISTS
(
    SELECT 1
    FROM dbo.vPersonBN vpbn
    WHERE pbn.PersonID = vpbn.PersonID
	AND pbn.EffectiveStartDate = vpbn.EffectiveStartDate
    AND pbn.BaseEffectiveDate = vpbn.BaseEffectiveDate
)

SELECT @@ROWCOUNT + ? AS DeleteCount ;",1,1,0,0,0,0,1
11,Package\Base - BN Data Load\SQL - End Landing Audit Log,"EXECUTE [dbo].[spEndAuditLog] ?, ?, ?, ?, ?, ?
GO",2,2,0,0,0,0,2
12,Package\Base - BN Data Load\SQL - Update LastProcessed Date,"UPDATE  dbo.ETLBatchControl 
SET LastProcessedDate = GETDATE()
, Status = 'Success'
WHERE Tablename = ?;",2,2,0,0,0,0,2
13,Package\Base - BN Data Load\SQl - SCD1 Update,"WITH Updates AS 
(
SELECT * 
FROM dbo.vAssignmentBN vabn
WHERE EXISTS
(
    SELECT 1
    FROM dbo.AssignmentBN abn
    WHERE abn.AssignmentID = vabn.AssignmentID
	AND abn.EffectiveStartDate = vabn.EffectiveStartDate
    AND abn.BaseEffectiveDate = vabn.BaseEffectiveDate
	AND abn.BaseEndDate = vabn.BaseEndDate
	AND abn.RowHash <> vabn.RowHash
)
)

UPDATE a
SET [AssignmentNumber] = u.AssignmentNumber
,[AssignmentType] = u.AssignmentType	
,[AssignmentStatusType] = u.AssignmentStatusType
,[WorkAtHomeIndicator] = u.WorkAtHomeIndicator
,[NormalWorkingHours] = u.NormalWorkingHours
,[NDQCFlag] = u.NDQCFlag
,[BonusPercent] = u.BonusPercent
,[ChangeReason] = u.ChangeReason
,[AssignmentSubType] = u.AssignmentSubType
,[IVRCode] = u.IVRCode
,[Title] = u.Title
,[ExecutiveAssistant] = u.ExecutiveAssistant
,[CAWaiverIndicator] = u.CAWaiverIndicator
,[EmploymentCategory] = u.EmploymentCategory
,[EmployeePayBasis] = u.EmployeePayBasis
,[SpecialInfoTypeName] = u.SpecialInfoTypeName
,[SecondaryRateStartDate] = u.SecondaryRateStartDate
,[SecondaryRateEndDate] = u.SecondaryRateEndDate
,[SecondaryJobName] = u.SecondaryJobName
,[SecondaryPayRate] = u.SecondaryPayRate
,[SecondaryHoursType] = u.SecondaryHoursType
,[Vendor] = u.Vendor
,[PeopleGroup] = u.PeopleGroup
,[KLCLineOfBusiness] = u.KLCLineOfBusiness
,[KLCPeopleGroup] = u.KLCPeopleGroup
,[KCLOTLLink] = u.KCLOTLLink
,[ProjectedAssignmentEndDate] = u.ProjectedAssignmentEndDate
,[PayGradeID] = u.PayGradeID
,[PositionID] = u.PositionID
,[LocationID] = u.LocationID
,[OrganizationID] = u.OrganizationID
,[EffectiveStartDate] = u.EffectiveStartDate
,[ExpirationDate] = u.ExpirationDate
,[BaseEffectiveDate] = u.BaseEffectiveDate
,[BaseEndDate] = u.BaseEndDate
,[BaseModifiedDate] = GETDATE()
,[UpdateAuditID] = ?
,[RowHash] = u.RowHash
,[SourceUpdateDate] = u.SourceUpdateDate
FROM dbo.AssignmentBN a
JOIN Updates u ON a.AssignmentID = u.AssignmentID AND a.EffectiveStartDate = u.EffectiveStartDate 
		AND a.BaseEffectiveDate = u.BaseEffectiveDate AND a.BaseEndDate = u.BaseEndDate

SELECT @@ROWCOUNT  AS UpdateCount;",1,1,0,0,0,0,1
14,Package\Base - BN Data Load\SQl - SCD1 Update,"WITH Updates AS 
(
SELECT * 
FROM dbo.vPersonBN vpbn
WHERE EXISTS
(
    SELECT 1
    FROM dbo.PersonBN pbn
    WHERE pbn.PersonID = vpbn.PersonID
	AND pbn.EffectiveStartDate = vpbn.EffectiveStartDate
    AND pbn.BaseEffectiveDate = vpbn.BaseEffectiveDate
	AND pbn.BaseEndDate = vpbn.BaseEndDate
	AND pbn.RowHash <> vpbn.RowHash
)
)

UPDATE [dbo].[PersonBN]
   SET [PersonID] = u.PersonID
      ,[PersonType] = u.PersonType
      ,[PersonName] = u.PersonName
      ,[Title] = u.Title
      ,[PersonFirstName] = u.PersonFirstName
      ,[PersonMiddleName] = u.PersonMiddleName
      ,[PersonLastName] = u.PersonLastName
      ,[PersonSuffix] = u.PersonSuffix
      ,[PersonPreferredName] = u.PersonPreferredName
      ,[SocialSecurityNumber] = u.SocialSecurityNumber
      ,[BirthDate] = u.BirthDate
      ,[EmployeeNumber] = u.EmployeeNumber
      ,[SupervisorNumber] = u.SupervisorNumber
      ,[BonusStartDate] = u.BonusStartDate
      ,[BonusEndDate] = u.BonusEndDate
      ,[BonusPlanName] = u.BonusPlanName
      ,[BonusTarget] = u.BonusTarget
      ,[MaritalStatus] = u.MaritalStatus
      ,[Gender] = u.Gender
      ,[Ethnicity] = u.Ethnicity
      ,[VeteranStatus] = u.VeteranStatus
      ,[HomeAddressLine1] = u.HomeAddressLine1
      ,[HomeAddressLine2] = u.HomeAddressLine2
      ,[HomeCity] = u.HomeCity
      ,[HomeState] = u.HomeState
      ,[HomeZipCode] = u.HomeZipCode
      ,[HomeCounty] = u.HomeCounty
      ,[EmailAddressKinderCare] = u.EmailAddressKinderCare
      ,[EmailAddressPersonal] = u.EmailAddressPersonal
      ,[PhoneNumberKindercareWork] = u.PhoneNumberKindercareWork
      ,[PhoneNumberKinderCareMobile] = u.PhoneNumberKinderCareMobile
      ,[PhoneNumberPersonalHome] = u.PhoneNumberPersonalHome
      ,[PhoneNumberPersonalMobile] = u.PhoneNumberPersonalMobile
      ,[OriginalHireDate] = u.OriginalHireDate
      ,[StartDate] = u.StartDate
      ,[TerminationDate] = u.TerminationDate
      ,[AdjustedServiceDate] = u.AdjustedServiceDate
      ,[DeathDate] = u.DeathDate
      ,[PreviousEmployeeNumber] = u.PreviousEmployeeNumber
      ,[PreviousEmployeeSource] = u.PreviousEmployeeSource
      ,[WOTCNotifiedIndicator] = u.WOTCNotifiedIndicator
      ,[WOTCNumber] = u.WOTCNumber
      ,[CheckSendToLocationID] = u.CheckSendToLocationID
      ,[VestingDate] = u.VestingDate
      ,[MealPeriodWaived] = u.MealPeriodWaived
      ,[AlaskaWaiveDailyOTIndicator] = u.AlaskaWaiveDailyOTIndicator
      ,[PersonAcquisitionDate] = u.PersonAcquisitionDate
      ,[TaleoCandidateID] = u.TaleoCandidateID
      ,[ContingentWorkerEmployeeID] = u.ContingentWorkerEmployeeID
      ,[ContingentWorkerEmployeeNumber] = u.ContingentWorkerEmployeeNumber
      ,[I9ReceivedIndicator] = u.I9ReceivedIndicator
      ,[WorkSchedule] = u.WorkSchedule
      ,[EmployeePerformanceRating] = u.EmployeePerformanceRating
      ,[PerformanceReviewDate] = u.PerformanceReviewDate
      ,[EffectiveStartDate] = u.EffectiveStartDate
      ,[ExpirationDate] = u.ExpirationDate
      ,[BaseEffectiveDate] = u.BaseEffectiveDate
      ,[BaseEndDate] = u.BaseEndDate
      ,[BaseModifiedDate] = GETDATE()
      ,[UpdateAuditID] = ?
      ,[RowHash] = u.RowHash
FROM dbo.PersonBN p
JOIN Updates u ON p.PersonID = u.PersonID AND p.EffectiveStartDate = u.EffectiveStartDate 
		AND p.BaseEffectiveDate = u.BaseEffectiveDate AND p.BaseEndDate = u.BaseEndDate

SELECT @@ROWCOUNT  AS UpdateCount;",1,1,0,0,0,0,1
15,Package\Base - BN Data Load\SQl - Update RowStatus for history records,"UPDATE dbo.AssignmentBN 
SET RowStatus = 'H'
, BaseModifiedDate = GETDATE()
, UpdateAuditID = ?
WHERE
 CAST(BaseEndDate AS DATE)< CAST(GETDATE() AS DATE) 
 AND RowStatus <> 'H'

SELECT @@ROWCOUNT + ? AS UpdateCount;",1,1,0,0,0,0,1
16,Package\Base - BN Data Load\SQl - Update RowStatus for history records,"UPDATE dbo.PersonBN 
SET RowStatus = 'H'
, BaseModifiedDate = GETDATE()
, UpdateAuditID = ?
WHERE
 CAST(BaseEndDate AS DATE)< CAST(GETDATE() AS DATE) 
 AND RowStatus <> 'H'

SELECT @@ROWCOUNT + ? AS UpdateCount;",1,1,0,0,0,0,1
17,Package\Base - Data Load\Merge into PerPeriodsB10 all,"

declare @AuditId int = ?
declare @PackageName varchar(35) = ?
declare @ExecutionInstanceGuid varchar(200) = ?


-----------------------------------------------------------------------------------------------------------
--Variables
declare @MergeOutput table (
Action_Out VARCHAR(20),
inserted_PerPeriodsID varchar(30),
inserted_Deleted varchar(1),
inserted_InsertAuditId bigint,
inserted_UpdateAuditId bigint,
deleted_PerPeriodsID  varchar(30),
deleted_Deleted  varchar(1),
deleted_InsertAuditId bigint,
deleted_UpdateAuditId bigint);


declare @vInsertedCount  Int
declare @vUpdateCount  Int
declare @vDeleteCount  Int
declare @vSourceCount  Int
declare @vRejectCount  Int
------------------------------------------------------------------------------------------------------
------------------------------------------------------------------------------------------------------
--2.) SQL - Get the LastProcessed Date

declare @TableName varchar(30) = 'PerPeriodsB10'
declare @LastProcessedDate datetime
declare @BaseCreatedDate datetime


IF NOT EXISTS (SELECT 1 FROM dbo.ETLBatchControl WHERE TableName = @TableName)
	BEGIN
		INSERT INTO dbo.ETLBatchControl (TableName) VALUES (@TableName)
	END

UPDATE dbo.ETLBatchControl SET [Status] = 'In Process' WHERE TableName = @TableName

SELECT @LastProcessedDate = LastProcessedDate FROM dbo.ETLBatchControl WHERE TableName = @TableName
SELECT @BaseCreatedDate = MAX(BaseCreatedDate) FROM dbo.PerPeriodsB10

IF @LastProcessedDate IS NULL OR @BaseCreatedDate IS NULL
	BEGIN
		SET @LastProcessedDate = (SELECT CAST('1900-01-01' AS DATE));
	END



------------------------------------------------------------------------------------------------------
------------------------------------------------------------------------------------------------------
--3.) Merge into PerPeriodsB10


;with  PP as
(--PPoS
select 
'F' + cast(period_of_service_id as varchar(12)) as 'PerPeriodsID', --8
person_id as person_id,  --9
date_start,  --10
adjusted_svc_date,  --11
actual_termination_date,  --12
leaving_reason,  --13
attribute2 as 'eligible_for_rehire_ind',  --14
attribute3 as 'two_week_notice_ind',  --15
attribute5 as 'regrettable_termination_ind',  --16
attribute4 as 'termination_comments',  --17
notified_termination_date as 'notified_termination_date',  --18
attribute1 as 'last_worked_date'  --19
--CAST(HASHBYTES('MD5', (SELECT t.FlexValueSetName, t.FlexValue, t.[Description] FOR XML RAW)) AS BINARY(16)) AS RowHash
 FROM [HR_Base].[dbo].[PER_PERIODS_OF_SERVICE_B0]

 
 union all
 

--PPoP
 select
'C' + cast(period_of_placement_id as varchar(12)) as 'PerPeriodsID',  --8
person_id,  --9
date_start,  --10
date_start as 'adjusted_svc_date',  --11
actual_termination_date,  --12
termination_reason as 'leaving_reason',  --13
attribute1 as 'eligible_for_rehire_ind',  --14
'N/A' as 'two_week_notice_ind',  --15
'N/A' as 'regrettable_termination_ind',  --16
'N/A' as 'termination_comments',  --17
null as 'notified_termination_date',  --18
'N/A' as 'last_worked_date'  --19
--CAST(HASHBYTES('MD5', (SELECT t.FlexValueSetName, t.FlexValue, t.[Description] FOR XML RAW)) AS BINARY(16)) AS RowHash
FROM [HR_Base].[dbo].[PER_PERIODS_OF_PLACEMENT_B0]


)


Merge into [dbo].[PerPeriodsB10]  AS TARGET
using PP  AS SOURCE  
	on TARGET.PerPeriodsID = SOURCE.PerPeriodsID

WHEN NOT MATCHED BY TARGET 
THEN INSERT 
([PerPeriodsID]
,[PersonId]
,[DateStart]
,[AdjustedSvcDate]
,[ActualTerminationDate]
,[LeavingReason]
,[EligibleForRehireInd]
,[TwoWeekNoticeInd]
,[RegrettableTerminationInd]
,[TerminationComments]
,[NotifiedTerminationDate]
,[LastWorkedDate]
--AUdit columns
,[Deleted]
,[BaseCreatedDate]
,[InsertAuditID]
,[BaseModifiedDate]
,[UpdateAuditID]
)
VALUES 
(SOURCE.[PerPeriodsID]
,SOURCE.[person_id]
,SOURCE.[date_start]
,SOURCE.[adjusted_svc_date]
,SOURCE.[actual_termination_date]
,SOURCE.[leaving_reason]
,SOURCE.[eligible_for_rehire_ind]
,SOURCE.[two_week_notice_ind]
,SOURCE.[regrettable_termination_ind]
,SOURCE.[termination_comments]
,SOURCE.[notified_termination_date]
,SOURCE.[last_worked_date]
-- Audit columns
,Null		   --[Deleted]
,getdate() --[BaseCreatedDate]
,@AuditId  --InsertAuditID 
,getdate()     --[BaseModifiedDate]
,null      --UpdateAuditId

)

----------------------------------------------------------------------------------------------------------
WHEN MATCHED 
and( TARGET.[PersonId] <> SOURCE.person_id 
	or ISNULL(TARGET.[DateStart],'') <> ISNULL(SOURCE.date_start,'')
	or ISNULL(TARGET.[AdjustedSvcDate],'') <> ISNULL( SOURCE.adjusted_svc_date,'')
	or ISNULL(TARGET.[ActualTerminationDate],'') <> ISNULL(SOURCE.actual_termination_date,'')
	or ISNULL(TARGET.[LeavingReason],'') <> ISNULL(SOURCE.leaving_reason,'')
	or ISNULL(TARGET.[EligibleForRehireInd],'') <> ISNULL(SOURCE.eligible_for_rehire_ind,'')
	or ISNULL(TARGET.[TwoWeekNoticeInd],'') <> ISNULL(SOURCE.two_week_notice_ind,'')
	or ISNULL(TARGET.[RegrettableTerminationInd],'') <> ISNULL(SOURCE.regrettable_termination_ind,'')
	or ISNULL(TARGET.[TerminationComments],'') <> ISNULL(SOURCE.termination_comments,'')
	or ISNULL(TARGET.[NotifiedTerminationDate],'') <> ISNULL(SOURCE.notified_termination_date,'')
	or ISNULL(TARGET.[LastWorkedDate],'') <> ISNULL(SOURCE.last_worked_date,''))
THEN UPDATE SET
TARGET.[PersonId] = SOURCE.person_id 
,TARGET.[DateStart] = SOURCE.date_start
,TARGET.[AdjustedSvcDate] = SOURCE.adjusted_svc_date
,TARGET.[ActualTerminationDate] = SOURCE.actual_termination_date
,TARGET.[LeavingReason] = SOURCE.leaving_reason
,TARGET.[EligibleForRehireInd] = SOURCE.eligible_for_rehire_ind
,TARGET.[TwoWeekNoticeInd] = SOURCE.two_week_notice_ind
,TARGET.[RegrettableTerminationInd] = SOURCE.regrettable_termination_ind
,TARGET.[TerminationComments] = SOURCE.termination_comments
,TARGET.[NotifiedTerminationDate] = SOURCE.notified_termination_date
,TARGET.[LastWorkedDate] = SOURCE.last_worked_date
-- Audit columns
--,TARGET.[Deleted] = 'N'
--,TARGET.[BaseCreatedDate]
--,TARGET.[InsertAuditID] = @AuditId
,TARGET.[BaseModifiedDate] = getdate() 
,TARGET.[UpdateAuditID] = @AuditId



----------------------------------------------------------------------------------------------------

--Soft DELETE
WHEN NOT MATCHED BY SOURCE 
and Target.Deleted is null
THEN UPDATE SET
TARGET.[Deleted] = 'Y'
--,TARGET.[BaseCreatedDate] 
--,TARGET.[InsertAuditID] = @AuditId --@InsertAuditID 
,TARGET.[BaseModifiedDate] = getdate()
,TARGET.UpdateAuditId =  @AuditId

---------------------------------------------------------------------------------------------------
---------------------------------------------------------------------------------------------------

OUTPUT $action,
inserted.PerPeriodsID as 'inserted_PerPeriodsID',
inserted.Deleted as 'inserted_Deleted',
inserted.InsertAuditId as 'inserted_InsertAuditId',
inserted.UpdateAuditId as 'inserted_UpdateAuditId',
deleted.PerPeriodsID as 'deleted_PerPeriodsID',
deleted.Deleted as 'deleted_Deleted',
deleted.InsertAuditId as 'deleted_InsertAuditId',
deleted.UpdateAuditId as 'deleted_UpdateAuditId'
INTO @MergeOutput;


--select * from @MergeOutput



---------------------------------------------------------------------------
------SQL - Update LastProcessed Date
UPDATE dbo.ETLBatchControl SET
	LastProcessedDate = GETDATE(),
	[Status] = 'Success'
WHERE
	Tablename = 'PerPeriodsB10'

--------------------------------------------------------------------------------------
--------SQL - End Landing Audit Log
select @vInsertedCount = count(*) 
from @MergeOutput
where Action_Out = 'INSERT'
and inserted_InsertAuditId > 0



select @vDeleteCount = count(*) 
from @MergeOutput
where Action_Out = 'UPDATE'
and inserted_Deleted = 'Y'

	

select @vUpdateCount = count(*) 
from @MergeOutput
where Action_Out = 'UPDATE'
and inserted_Deleted is null


select @vSourceCount = isnull(@vInsertedCount + @vDeleteCount + @vUpdateCount,0)



EXECUTE [dbo].[spEndAuditLog] 
@vInsertedCount, --@InsertCount
@vUpdateCount,   --@UpdateCount
@vDeleteCount,   --@DeleteCount
@vSourceCount,   --@SourceCount
0,			     --@RejectCount
@AuditId		 --@AuditId",1,1,0,0,0,0,1
18,Package\Base - Data Load\SQL - Begin Base Audit Log,"EXECUTE [dbo].[spBeginAuditLog] ? OUTPUT, ?, ?
GO",9,9,0,0,0,0,9
19,Package\Base - Data Load\SQL - Begin Base Load Audit Log,"EXECUTE [dbo].[spBeginAuditLog] ? OUTPUT, ?, ?
GO",39,39,0,0,0,0,39
20,Package\Base - Data Load\SQL - Delete records,"DELETE FROM base
FROM dbo.[AP_SUPPLIERS_B0] base
WHERE NOT EXISTS
(
    SELECT 1
    FROM [HR_Landing].dbo.[AP_SUPPLIERS_B0Landing] landing
    WHERE base.vendor_id = landing.vendor_id
);

SELECT @@ROWCOUNT AS DeleteCount;",1,1,0,0,0,0,1
21,Package\Base - Data Load\SQL - Delete records,"DELETE FROM base
FROM dbo.[HR_ALL_ORGANIZATION_UNITS_B0] base
WHERE NOT EXISTS
(
    SELECT 1
    FROM [HR_Landing].dbo.[HR_ALL_ORGANIZATION_UNITS_B0Landing] landing
    WHERE base.organization_id = landing.organization_id
);

SELECT @@ROWCOUNT AS DeleteCount;",1,1,0,0,0,0,1
22,Package\Base - Data Load\SQL - Delete records,"DELETE FROM base
FROM dbo.[PAY_COST_ALLOCATION_KEYFLEX_B0] base
WHERE NOT EXISTS
(
    SELECT 1
    FROM [HR_Landing].dbo.[PAY_COST_ALLOCATION_KEYFLEX_B0Landing] landing
    WHERE base.cost_allocation_keyflex_id = landing.cost_allocation_keyflex_id
);

SELECT @@ROWCOUNT AS DeleteCount;",1,1,0,0,0,0,1
23,Package\Base - Data Load\SQL - Delete records,"DELETE FROM base
FROM dbo.[PER_COMPETENCES_B0] base
WHERE NOT EXISTS
(
    SELECT 1
    FROM [HR_Landing].dbo.[PER_COMPETENCES_B0Landing] landing
    WHERE base.competence_id = landing.competence_id
);

SELECT @@ROWCOUNT AS DeleteCount;",1,1,0,0,0,0,1
24,Package\Base - Data Load\SQL - Delete records,"DELETE FROM base
FROM dbo.[PER_COMPETENCE_ELEMENTS_B0] base
WHERE NOT EXISTS
(
    SELECT 1
    FROM [HR_Landing].dbo.[PER_COMPETENCE_ELEMENTS_B0Landing] landing
    WHERE base.competence_element_id = landing.competence_element_id
);

SELECT @@ROWCOUNT AS DeleteCount;",1,1,0,0,0,0,1
25,Package\Base - Data Load\SQL - Delete records,"DELETE FROM base
FROM dbo.[PER_GRADES_B0] base
WHERE NOT EXISTS
(
    SELECT 1
    FROM [HR_Landing].dbo.[PER_GRADES_B0Landing] landing
    WHERE base.grade_id = landing.grade_id
);

SELECT @@ROWCOUNT AS DeleteCount;",1,1,0,0,0,0,1
26,Package\Base - Data Load\SQL - End Audit Log,"EXECUTE [dbo].[spEndAuditLog] ?, ?, ?, ?, ?
GO",5,5,0,0,0,0,5
27,Package\Base - Data Load\SQL - End Audit Log,"EXECUTE [dbo].[spEndAuditLog] ?, ?, ?, ?, ?, ?
GO",7,7,0,0,0,0,7
28,Package\Base - Data Load\SQL - End Audit Log,"EXECUTE [dbo].[spEndAuditLog] ?, ?, ?, ?, ?,?
GO",2,2,0,0,0,0,2
29,Package\Base - Data Load\SQL - End Base Audit Log,"EXECUTE [dbo].[spEndAuditLog] ?, ?, ?, ?, ?
GO",1,1,0,0,0,0,1
30,Package\Base - Data Load\SQL - End Base Audit Log,"EXECUTE [dbo].[spEndAuditLog] ?, ?, ?, ?, ?, ?
GO",4,4,0,0,0,0,4
31,Package\Base - Data Load\SQL - End Base Load Audit Log,"EXECUTE [dbo].[spEndAuditLog] ?, ?, ?, ?, ?, ?
GO",1,1,0,0,0,0,1
32,Package\Base - Data Load\SQL - End Landing Audit Log,"EXECUTE [dbo].[spEndAuditLog] ?, ?, ?, ?, ?, ?
GO",27,27,0,0,0,0,27
33,Package\Base - Data Load\SQL - Get the LastProcessed Date,"DECLARE @TableName varchar(30) = 'FlexValuesLookupB10'
DECLARE @LastProcessedDate datetime
DECLARE @BaseCreatedDate datetime


IF NOT EXISTS (SELECT 1 FROM dbo.ETLBatchControl WHERE TableName = @TableName)
	BEGIN
		INSERT INTO dbo.ETLBatchControl (TableName) VALUES (@TableName)
	END

UPDATE dbo.ETLBatchControl SET [Status] = 'In Process' WHERE TableName = @TableName

SELECT @LastProcessedDate = LastProcessedDate FROM dbo.ETLBatchControl WHERE TableName = @TableName
SELECT @BaseCreatedDate = MAX(BaseCreatedDate) FROM dbo.FlexValuesLookupB10

IF @LastProcessedDate IS NULL OR @BaseCreatedDate IS NULL
	BEGIN
		SET @LastProcessedDate = (SELECT CAST('1900-01-01' AS DATE));
	END

SELECT @LastProcessedDate AS LastProcessedDate;",1,1,0,0,0,0,1
34,Package\Base - Data Load\SQL - Get the LastProcessed Date,"DECLARE @TableName varchar(30) = 'PerPeriodsB10'
DECLARE @LastProcessedDate datetime
DECLARE @BaseCreatedDate datetime


IF NOT EXISTS (SELECT 1 FROM dbo.ETLBatchControl WHERE TableName = @TableName)
	BEGIN
		INSERT INTO dbo.ETLBatchControl (TableName) VALUES (@TableName)
	END

UPDATE dbo.ETLBatchControl SET [Status] = 'In Process' WHERE TableName = @TableName

SELECT @LastProcessedDate = LastProcessedDate FROM dbo.ETLBatchControl WHERE TableName = @TableName
SELECT @BaseCreatedDate = MAX(BaseCreatedDate) FROM dbo.FlexValuesLookupB10

IF @LastProcessedDate IS NULL OR @BaseCreatedDate IS NULL
	BEGIN
		SET @LastProcessedDate = (SELECT CAST('1900-01-01' AS DATE));
	END

SELECT @LastProcessedDate AS LastProcessedDate;",1,1,0,0,0,0,1
35,Package\Base - Data Load\SQL - Get the LastProcessed Date,"IF NOT EXISTS (SELECT 1 FROM dbo.ETLBatchControl WHERE TableName = ?)
	BEGIN
		INSERT INTO dbo.ETLBatchControl (TableName) VALUES (?)
	END

DECLARE @LastProcessedDate DATETIME = (SELECT LastProcessedDate FROM dbo.ETLBatchControl WHERE TableName = ?);
DECLARE @BaseCreatedDate DATETIME = (SELECT MAX(BaseCreatedDate) FROM dbo.AccreditationBN);

IF @LastProcessedDate IS NULL OR @BaseCreatedDate IS NULL
SET @LastProcessedDate = (SELECT CAST('1900-01-01' AS DATE));

SELECT @LastProcessedDate AS LastProcessedDate;",1,1,0,0,0,0,1
36,Package\Base - Data Load\SQL - Get the LastProcessed Date,"IF NOT EXISTS (SELECT 1 FROM dbo.ETLBatchControl WHERE TableName = ?)
	BEGIN
		INSERT INTO dbo.ETLBatchControl (TableName) VALUES (?)
	END

DECLARE @LastProcessedDate DATETIME = (SELECT LastProcessedDate FROM dbo.ETLBatchControl WHERE TableName = ?);
DECLARE @BaseCreatedDate DATETIME = (SELECT MAX(BaseCreatedDate) FROM dbo.PositionBN);

IF @LastProcessedDate IS NULL OR @BaseCreatedDate IS NULL
SET @LastProcessedDate = (SELECT CAST('1900-01-01' AS DATE));

SELECT @LastProcessedDate AS LastProcessedDate;

",1,1,0,0,0,0,1
37,Package\Base - Data Load\SQL - Get the LastProcessed Date,"IF NOT EXISTS (SELECT 1 FROM dbo.ETLBatchControl WHERE TableName = ?)

BEGIN
INSERT INTO dbo.ETLBatchControl (TableName) VALUES ( ? )
END

DECLARE @LastProcessedDate DATETIME = (SELECT LastProcessedDate FROM dbo.ETLBatchControl WHERE TableName = ?);
DECLARE @BaseCreatedDate DATETIME = (SELECT MAX(BaseCreatedDate) FROM dbo.PayGradeBN);

IF @LastProcessedDate IS NULL OR @BaseCreatedDate IS NULL
SET @LastProcessedDate = (SELECT CAST('1900-01-01' AS DATE));

SELECT @LastProcessedDate AS LastProcessedDate;",1,1,0,0,0,0,1
